county_name,contest_name,Product - discrepancy
,Mesa County Question 1A,TRUE
,Mesa County Question 1B,TRUE
,Mesa County Question 1C,TRUE
,Mesa County Question 1D,TRUE
,Mesa County Valley School District 51 - Director District A,TRUE
,Mesa County Valley School District 51 - Director District B,TRUE
,Plateau Valley School District 50 - Director District A,TRUE
,Plateau Valley School District 50 - Director District C,TRUE
,Plateau Valley School District 50 - Director District E,TRUE
,Plateau Valley School District 50 Question 4A,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
Mineral,Creede School District Board Director Four Year Term,TRUE
,Mineral County Referred Ballot Measure 2A,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
Moffat,City of Craig Ballot Question 2A - Charter Amendment for Revocable Permits,TRUE
,City of Craig Ballot Question 2B - Charter Amendment Regarding Council President,TRUE
,City of Craig City Council,FALSE
,City of Craig Mayor,TRUE
,Moffat County Advisory Ballot Question 1A - Junk and Rubbish Ordinance,TRUE
,Moffat County School District RE NO 1 Board of Directors - District B,TRUE
,Moffat County School District RE NO 1 Board of Directors - District C,TRUE
,Moffat County School District RE NO 1 Board of Directors - District D,TRUE
,Moffat County School District RE NO 1 Board of Directors - District E,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
Montezuma,Cortez Fire Protection District Ballot Issue 6A,TRUE
,Dolores School Board of Directors,TRUE
,Dolores School District RE-4A Ballot Issue 4A,TRUE
,Mancos School Board of Directors,FALSE
,Montezuma School District Director-District A,TRUE
,Montezuma School District Director-District C,TRUE
,Montezuma School District Director-District D,TRUE
,Montezuma School District Director-District G,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Town of Dolores Ballot Question 2A,TRUE
,Town of Dolores Ballot Question 2B,TRUE
Montrose,Board of Education Directors - At large,TRUE
,Director for Montrose County Board of Education - District A,TRUE
,Director for Montrose County Board of Education - District B,TRUE
,Director for Montrose County Board of Education - District D,TRUE
,Director for Montrose County Board of Education - District F,TRUE
,Montrose - Proposition II (Statutory),TRUE
,Norwood School District R-2J Ballot Issue 5B - Bonds,TRUE
,Norwood School District R-2J Board of Directors,TRUE
,Nucla-Naturita Fire Protection District Ballot Question 6A,TRUE
,Proposition HH (Statutory),TRUE
,Town of Olathe Ballot Issue 2A,TRUE
,Town of Olathe Ballot Issue 2B,TRUE
,Town of Olathe Ballot Question 2C,TRUE
Morgan,Ballot Question 2C,TRUE
,Ballot Question 2G,TRUE
,City of Brush Councilor Ward 1,TRUE
,City of Brush Councilor Ward 2,TRUE
,City of Brush Councilor Ward 3,TRUE
,City of Fort Morgan Councilmember Ward 1,TRUE
,City of Fort Morgan Councilmember Ward 2,TRUE
,City of Fort Morgan Councilmember Ward 3,TRUE
,City of Fort Morgan Mayor,TRUE
,Morgan - Proposition II (Statutory),TRUE
,Morgan County Re-3 School Director,TRUE
,Proposition HH (Statutory),TRUE
Otero,City of La Junta Referred Ballot Issue,FALSE
,City of Rocky Ford Referred Ballot Issue,TRUE
,La Junta City Utilities Board,TRUE
,La Junta Mayor at Large,TRUE
,LJ 4 School Board Member At Large,TRUE
,LJC2 Council Member,TRUE
,LJC3 Council Member,TRUE
,LJCW1 4 Council Member,TRUE
,Proposition HH (Statutory),FALSE
,Proposition II (Statutory),FALSE
,RF Mayor,TRUE
,RFCW1 Council Member,TRUE
Ouray,City of Ouray Council Member - At Large,TRUE
,City of Ouray Mayor,TRUE
,Director for Montrose County Board of Education - District A,TRUE
,Director for Montrose County Board of Education - District B,TRUE
,Director for Montrose County Board of Education - District D,TRUE
,Director for Montrose County Board of Education - District F,TRUE
,Ouray School Board Director - At Large,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Town of Ridgway Ballot Issue 2A,TRUE
Park,Elk Creek Fire Protection District Ballot Issue 7D,TRUE
,Elk Creek Fire Protection District Ballot Issue 7E,TRUE
,Elk Creek Fire Protection District Ballot Question 7F,TRUE
,Park County Ballot Issue 1A,TRUE
,Platte Canyon School District No 1 Ballot Issue 4A - Bonds,TRUE
,Platte Canyon School District RE-1 Board of Directors - At large,FALSE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Ute Pass Regional Health Service District Ballot Issue 7A,TRUE
Phillips,Haxtun School District RE-2J Ballot Issue 5B: Bonds,TRUE
,Haxtun School District RE-2J Board of Directors,TRUE
,Holyoke School District RE-1J Board of Directors - 4 Year Term,TRUE
,Phillips - Holyoke School District RE-1J Board of Directors - 2 Year Term,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
Pitkin,Aspen School District No. 1 - Board of Directors,FALSE
,Basalt and Rural Fire Protection District Ballot Issue No. 7A,TRUE
,Colorado Mountain College Board of Trustees - District 2,FALSE
,Colorado Mountain College Board of Trustees - District 4,TRUE
,Colorado Mountain College Board of Trustees - District 5,TRUE
,Colorado Mountain College Board of Trustees - District 6,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Roaring Fork School District RE-1 Board of Directors - District B,TRUE
,Roaring Fork School District RE-1 Board of Directors - District C,TRUE
,Roaring Fork School District RE-1 Board of Directors - District D,TRUE
,Snowmass Water and Sanitation District Ballot Issue No. 6B,TRUE
,Town of Snowmass Village Ballot Question No. 2A - Amendment to Town Charter,TRUE
Prowers,City of Lamar Councilman-Ward 1,TRUE
,City of Lamar Councilman-Ward 2,FALSE
,City of Lamar Councilman-Ward 3,TRUE
,City of Lamar Mayor-At Large,TRUE
,Lamar School District RE2 Director District B,TRUE
,Lamar School District RE2 Director District C,FALSE
,Lamar School District RE2 Director District D,TRUE
,Lamar School District RE2 Director District F,TRUE
,Lamar School District RE2 Director District G,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
Pueblo,City of Pueblo Ballot Question 2A,TRUE
,City of Pueblo City Council - At Large,TRUE
,City of Pueblo City Council - District 2,TRUE
,City of Pueblo City Council - District 4,TRUE
,City of Pueblo Mayor,TRUE
,Member Pueblo Board of Water Works,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Pueblo Civil Service Commissioner,TRUE
,Pueblo School District No. 60 School Director At-Large Four Year Term,TRUE
,Pueblo School District No. 60 School Director At-Large Two Year Term,TRUE
Rio Blanco,Proposition HH (Statutory),TRUE
,Rio Blanco - Proposition II (Statutory),TRUE
Rio Grande,City of Monte Vista Councilor,TRUE
,Proposition HH (Statutory),TRUE
,Rio Grande - Proposition II (Statutory),TRUE
Routt,City of Steamboat Springs Ballot Question No. 2F,TRUE
,City of Steamboat Springs Ballot Question No. 2G,TRUE
,City of Steamboat Springs Ballot Question No. 2H,TRUE
,City of Steamboat Springs Ballot Question No. 2I,TRUE
,City of Steamboat Springs City Council - At Large,FALSE
,City of Steamboat Springs City Council - District I,TRUE
,City of Steamboat Springs City Council - District II,TRUE
,City of Steamboat Springs City Council - District III,TRUE
,Colorado Mountain College Board of Trustees - District 2,TRUE
,Colorado Mountain College Board of Trustees - District 4,TRUE
,Colorado Mountain College Board of Trustees - District 5,TRUE
,Colorado Mountain College Board of Trustees - District 6,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Town of Hayden Ballot Question No. 2C,TRUE
,Town of Hayden Ballot Question No. 2D,TRUE
,Town of Hayden Ballot Question No. 2E,TRUE
,Town of Yampa Ballot Issue No. 2A,TRUE
,Town of Yampa Ballot Issue No. 2B,TRUE
Saguache,Center Consolidated School District 26 JT Director - District C,TRUE
,Center Consolidated School District 26 JT Director - District Member At Large,TRUE
,Center Fire Protection District Ballot Issue 7A - Mill Levy Increase,TRUE
,Gunnison Watershed School District - Board of Directors,TRUE
,Proposition HH (Statutory),FALSE
,Saguache - Proposition II (Statutory),TRUE
San Miguel,Dolores County School District RE-2J Ballot Question 5A: Rico Area Detachment,TRUE
,Dolores County School District RE-2J Board of Directors - District A,TRUE
,Dolores County School District RE-2J Board of Directors - District B,TRUE
,Dolores County School District RE-2J Board of Directors - District C,TRUE
,Norwood School District R-2J Ballot Issue 5B - Bonds,TRUE
,Norwood School District R-2J Board of Directors,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Telluride Hospital District Ballot Issue 6A,TRUE
,Telluride School District R-1 Ballot Issue 4A - Bonds,TRUE
,Telluride School District R-1 Ballot Question 4B - Rico Area Annexation,TRUE
,Telluride School District R-1 Board of Directors,FALSE
,Town of Telluride Ballot Issue 2A - Authorization to Retain Lodgers' Tax Revenues,TRUE
,Town of Telluride Ballot Question 2B - Home Rule Charter Amendment,TRUE
,Town of Telluride Mayor,TRUE
,Town of Telluride Town Council,FALSE
,Town of Telluride Town Meeting Moderator,TRUE
Sedgwick,Proposition HH (Statutory),TRUE
,Sedgwick - Proposition II (Statutory),TRUE
Summit,Colorado Mountain College Board of Trustees - District 2,TRUE
,Colorado Mountain College Board of Trustees - District 4,TRUE
,Colorado Mountain College Board of Trustees - District 5,TRUE
,Colorado Mountain College Board of Trustees - District 6,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Summit School District RE-1 Board of Directors - At large,TRUE
Teller,City of Cripple Creek Ballot Issue 2A,TRUE
,City of Cripple Creek Council - Ward 4,TRUE
,City of Cripple Creek Council - Ward 5,TRUE
,City of Cripple Creek Mayor,TRUE
,City of Victor Clerk/Treasurer,TRUE
,City of Victor Mayor,TRUE
,Cripple Creek-Victor School District RE-1 Board of Directors - District A City of Cripple Creek,TRUE
,Cripple Creek-Victor School District RE-1 Board of Directors - District B City of Victor,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Ute Pass Regional Health Service District Ballot Issue 7A,TRUE
,Victor Council Ward 1,TRUE
,Victor Council Ward 2,TRUE
,Woodland Park School District RE-2 Board of Directors - District A,TRUE
,Woodland Park School District RE-2 Board of Directors - District C,TRUE
,Woodland Park School District RE-2 Board of Directors - District D,TRUE
Washington,Proposition HH (Statutory),TRUE
,School Board,TRUE
,Washington - Proposition II (Statutory),TRUE
Weld,Aims Community College Trustee District A,TRUE
,Aims Community College Trustee District B,TRUE
,Aims Community College Trustee District E,TRUE
,Ault-Highland School District RE-9 Director District B,TRUE
,Ault-Highland School District RE-9 Director District D,TRUE
,Ault-Highland School District RE-9 Director District E,TRUE
,City of Dacono Ballot Issue 2D,TRUE
,City of Dacono Ballot Question 2E,TRUE
,City of Dacono Ballot Question 2F,TRUE
,City of Dacono Ballot Question 2G,TRUE
,City of Dacono Council Members,TRUE
,City of Evans Ballot Question 2B,TRUE
,City of Greeley Ballot Question 2I,TRUE
,City of Greeley Ballot Question 2J,TRUE
,City of Greeley Councilmember At-Large,TRUE
,City of Greeley Mayor,TRUE
,City of Greeley Ward 1 Councilmember,TRUE
,City of Greeley Ward 4 Councilmember,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Thompson R-2J School District Board of Education Director District A,TRUE
,Thompson R-2J School District Board of Education Director District C,TRUE
,Thompson R-2J School District Board of Education Director District D,TRUE
,Thompson R-2J School District Board of Education Director District G,TRUE
,Town of Ault Ballot Issue 2H,TRUE
,Town of Eaton Ballot Issue 2A,TRUE
,Town of Erie Ballot Question 3A,TRUE
,Town of Erie Ballot Question 3B,TRUE
,Town of Frederick Ballot Issue 2C,TRUE
,Town of Lochbuie Ballot Question 3I,TRUE
,Weld County RE-1 Board of Education At-Large 4-year term,TRUE
,Weld County RE-1 Board of Education District B,TRUE
,Weld County School District 6 Board of Education School Director,FALSE
,Weld County School District RE-4 Director District A,TRUE
,Weld County School District RE-4 Director District B,TRUE
,Weld County School District RE-4 Director District D,TRUE
,Weld County School District RE-4 Director District E,TRUE
,Weld County School District RE-5J Director District A,TRUE
,Weld County School District RE-5J Director District B,TRUE
,Weld County School District RE-5J Director District C,TRUE
,Weld County School District RE-5J Director District D,TRUE
,Weld County School District RE-5J Director District E,TRUE
,Weld County School District RE-8 Ballot Issue 5A,TRUE
,Weld County School District RE-8 Ballot Issue 5B,TRUE
,Weld RE-8 School District Director District B,TRUE
,Weld RE-8 School District Director District D,TRUE
,Weld RE-8 School District Director District E,TRUE
Yuma,Holyoke School District RE-1J Board of Directors - 2 Year Term,TRUE
,Holyoke School District RE-1J Board of Directors - 4 Year Term,TRUE
,Proposition HH (Statutory),TRUE
,Proposition II (Statutory),TRUE
,Wray City Council,TRUE
,Wray School District RD-2 Board of Education Directors - 2 Year Term,FALSE
,Wray School District RD-2 Board of Education Directors 4-Year Term,FALSE
,Yuma School District-1 Board of Education Directors,FALSE
Total Result,,FALSE
