contest_name,choice,votes
City of Louisville Ballot Issue 2E,Yes/for,7117
City of Louisville Ballot Issue 2E,No/against,2256
City of Louisville Ballot Question 2F,Yes/for,5104
City of Louisville Ballot Question 2F,No/against,4103
City of Louisville City Council Person - Ward I,Caleb Dickinson,1616
City of Louisville City Council Person - Ward I,Barbara Butterworth,1091
City of Louisville City Council Person - Ward I,Gordon Madonna,670
City of Louisville City Council Person - Ward II,Deb Fahey,1514
City of Louisville City Council Person - Ward II,Sherry Sommer,1139
City of Louisville City Council Person - Ward III,Dennis Maloney,2015
City of Louisville Mayor,Ashley Stolzmann,5488
City of Louisville Mayor,Don Brown,3619
City of Loveland Ballot Issue 2A,No/against,13350
City of Loveland Ballot Issue 2A,Yes/for,12312
City of Loveland Ballot Issue 2B,No/against,15969
City of Loveland Ballot Issue 2B,Yes/for,9492
City of Loveland Ballot Issue 2C,No/against,12846
City of Loveland Ballot Issue 2C,Yes/for,11971
City of Loveland Ballot Question 2D,No/against,13170
City of Loveland Ballot Question 2D,Yes/for,12448
City of Loveland Councilor - Ward 1,Richard Ball,2596
City of Loveland Councilor - Ward 1,Robert Molloy,1702
City of Loveland Councilor - Ward 1,Lenard Larkin,1355
City of Loveland Councilor - Ward 2,Andrea Samson,3016
City of Loveland Councilor - Ward 2,Nita Starr,3014
City of Loveland Councilor - Ward 3,John H. Fogle,2052
City of Loveland Councilor - Ward 3,John Dixon,1222
City of Loveland Councilor - Ward 3,Elizabeth Hughes,1144
City of Loveland Councilor - Ward 4,Don Overcash,2789
City of Loveland Councilor - Ward 4,Bill Jensen,2226
City of Loveland Councilor - Ward 4,Rian Fierros,806
City of Loveland Mayor,Jacki Marsh,10630
City of Loveland Mayor,Dave Clark,9103
City of Loveland Mayor,Kathi Wright,4112
City of Manitou Springs Ballot Issue 2D,Yes/for,1031
City of Manitou Springs Ballot Issue 2D,No/against,1028
City of Manitou Springs Ballot Issue 2E,Yes/for,1582
City of Manitou Springs Ballot Issue 2E,No/against,481
City of Manitou Springs City Council - At Large,Julie Wolfe,1107
City of Manitou Springs City Council - At Large,John Shada,1064
City of Manitou Springs City Council - At Large,Judith Chandler,1059
City of Manitou Springs Mayor,John G. Graham,972
City of Manitou Springs Mayor,Alan Delwiche,908
City Of Monte Vista Ballot Issue 2A,Yes/for,530
City Of Monte Vista Ballot Issue 2A,No/against,410
City of Monte Vista Councilor,Lawrence Foster,632
City of Montrose Ballot Issue 2A,Yes/for,3277
City of Montrose Ballot Issue 2A,No/against,3208
City of Northglenn Council Member - Ward 1,Ashley Witkovich,1403
City of Northglenn Council Member - Ward 2,Becky Brown,716
City of Northglenn Council Member - Ward 2,Jay Michael Jaramillo,488
City of Northglenn Council Member - Ward 2,Spencer Yale,482
City of Northglenn Council Member - Ward 3,Katherine E. Goff,1146
City of Northglenn Council Member - Ward 4,Antonio B. Esquibel,815
City of Northglenn Council Member - Ward 4,Mary S. Mondragon,793
City of Northglenn Council Member - Ward 4,Paul C. Kelly,373
City of Northglenn Council Member - Ward 4,Luke Lopez,116
City of Northglenn Council Member - Ward 4,Annelies Cunis,115
City of Northglenn Mayor,Meredith Leighty,3161
City of Northglenn Mayor,Mark Philip Bromley,2153
City of Northglenn Mayor,Joe Brown,1725
City of Northglenn Question 3F,No/against,4105
City of Northglenn Question 3F,Yes/for,3360
City of Ouray Council Member,K. John Wood,237
City of Ouray Council Member,Peggy Lindsey,221
City of Ouray Council Member,Dawn Glanc,158
City of Ouray Council Member,Bette Maurer,137
City of Ouray Council Member,Michael D. Hakola,119
City of Ouray Council Member,Kevin Koprek,70
City of Ouray Mayor,Greg Nelson,371
City of Ouray Mayor,R. Glenn Boyd,118
City of Pueblo City Council District 2,Larry Atencio,1412
City of Pueblo City Council District 2,Joseph (joe) Latino,1125
City of Pueblo City Council District 2,Thomas A. Carrigan,811
City of Pueblo City Council District 2,Floyd Jaramillo,718
City of Pueblo City Council District 2,David P. Decenzo,287
City of Pueblo City Council District 4,Ray Aguilera,2491
City of Pueblo City Council District 4,R. Kenneth O'neal,969
City of Pueblo City Council District 4,Kevin Neal,789
City of Pueblo City Council District 4,Josephine Gonzales-gifford,748
City of Pueblo City Council Member-At Large,Lori Winner,9190
City of Pueblo City Council Member-At Large,Lindsay Reeves,3986
City of Pueblo City Council Member-At Large,Steven Rodriguez,3428
City of Pueblo City Council Member-At Large,Stephen Anthony Varela,3409
City of Pueblo City Council Member-At Large,Tom Croshal,2658
City of Pueblo City Council Member-At Large,Lucretia Robinson,1492
City of Pueblo Civil Service Commissioner,Erick Javaneau,18806
City of Pueblo Member Board of Water Works (Six Year Term),Chris Woodka,11884
City of Pueblo Member Board of Water Works (Six Year Term),Michael A. Cafasso,9869
City of Pueblo Member Board of Water Works (Six Year Term),Scott Moore,7896
City of Pueblo Member Board of Water Works (Six Year Term),Mike Castellucci,7645
City of Pueblo Member Board of Water Works (Two Year Term),Sam J. Krage,12391
City of Pueblo Member Board of Water Works (Two Year Term),Steve Nawrocki,11589
City Of Rocky Ford Referred Issue 2A,Yes/for,504
City Of Rocky Ford Referred Issue 2A,No/against,398
City of Steamboat Springs Ballot Issue 2A,Yes/for,2909
City of Steamboat Springs Ballot Issue 2A,No/against,1844
City of Steamboat Springs City Council - At Large,Jason Lacy,2544
City of Steamboat Springs City Council - At Large,George Krawzoff,1068
City of Steamboat Springs City Council - At Large,David Gibbs,307
City of Steamboat Springs City Council - District I,Robin Crossan,2819
City of Steamboat Springs City Council - District II,Michael Buccino,2730
City of Steamboat Springs City Council - District III,Heather Sloop,2540
City of Sterling Councilmember Ward 1,Mike Anderson,1052
City of Sterling Councilmember Ward 2,Mandy Ritter,385
City of Sterling Councilmember Ward 2,Ryan M. Virgil,363
City of Sterling Councilmember Ward 3,Kelly Blecha,304
City of Sterling Councilmember Ward 3,Luke Janes,293
City of Sterling Mayor At Large,Dave Appelhans,2398
City of Sterling Referred Ballot Question 2F,Yes/for,2263
City of Sterling Referred Ballot Question 2F,No/against,626
City of Thornton Councilmember - Ward 1,"Jacqueline ""jacque"" Phillips",2533
City of Thornton Councilmember - Ward 1,Shawn Reza,1106
City of Thornton Councilmember - Ward 2,Julia Marvin,3120
City of Thornton Councilmember - Ward 2,Tamara L Pierce,1678
City of Thornton Councilmember - Ward 3,David Acunto,4716
City of Thornton Councilmember - Ward 3,Jessica Troy,3929
City of Thornton Councilmember - Ward 4,Adam Matkowsky,5033
City of Thornton Councilmember - Ward 4,Curtis Kowalski,3764
City of Thornton Mayor,"Janifer ""jan"" Kulmann",11384
City of Thornton Mayor,Eric Montoya,6137
City of Thornton Mayor,Beth Martinez Humenik,5805
City of Thornton Mayor,Steven Cervantes,2704
City of Thornton Mayor,James K Treibert,1120
City of Trinidad Council Member - At Large,Aaron Williamson,1566
City of Trinidad Council Member - At Large,Franklin Shew,1412
City of Trinidad Council Member - At Large,Erin Ogletree,1238
City of Trinidad Council Member - At Large,Jay Gonzales,1126
City of Trinidad Council Member - At Large,Terry Brown,760
City of Trinidad Mayor - At Large,Phil Rico,1566
City of Trinidad Mayor - At Large,Robert B. Scidmore,788
City of Trinidad Referendum 2A,Yes/for,1243
City of Trinidad Referendum 2A,No/against,1111
City of Trinidad Referendum 2B,Yes/for,1301
City of Trinidad Referendum 2B,No/against,1106
City of Walsenburg City Clerk,Veronica Vigil,591
City of Walsenburg City Clerk,Stephanie Barr,277
City of Walsenburg City Council - Ward 1,Greg Daniels,180
City of Walsenburg City Council - Ward 2,Nicholas B. Vigil,249
City of Walsenburg City Council - Ward 3,Donald Martinez,243
City of Walsenburg Mayor,Brian D. Lalander,529
City of Walsenburg Mayor,Dennis Hoyt,329
City of Westminster Councillor,Anita Seitz,11856
City of Westminster Councillor,Rich Seymour,11660
City of Westminster Councillor,Lindsey Smith,10946
City of Westminster Councillor,Bruce Baker,10582
City of Westminster Councillor,Sheela Mahnke,9260
City of Westminster Councillor,Michele Haney,8353
City of Westminster Councillor,Nick Dyer,5673
City of Westminster Councillor,"Patricia ""pat"" Moore",4851
City of Wheat Ridge Ballot Question 2E,No/against,6130
City of Wheat Ridge Ballot Question 2E,Yes/for,3760
City of Wheat Ridge Clerk,"James S. ""steve"" Kirkpatrick",5322
City of Wheat Ridge Clerk,Vivian Vos,3542
City of Wheat Ridge Councilmember - District I,Judy Hutchinson,1168
City of Wheat Ridge Councilmember - District I,David Kueter,1156
City of Wheat Ridge Councilmember - District II,Rachel Hultin,1557
City of Wheat Ridge Councilmember - District II,Brandy Zamudio,758
City of Wheat Ridge Councilmember - District III,Korey Stites,2021
City of Wheat Ridge Councilmember - District III,Ihor Figlus,932
City of Wheat Ridge Councilmember - District IV,Valerie Nosler Beck,930
City of Wheat Ridge Councilmember - District IV,Larry O. Mathews,540
City of Wheat Ridge Councilmember - District IV,Christopher Bird,202
City of Wheat Ridge Treasurer,Chris Miller,7748
City of Wray City Council,Brad Rockwell,547
City of Wray City Council,Nicole Smith,538
City of Wray City Council,Chad Deyle,523
City of Wray City Council,Benjamin Gardner,494
City of Wray City Council,Cory Barr,455
City of Wray City Council,Rick Perry,81
Clear Creek School District RE-1 Director - District A,Sandra Schuessler,2097
Clear Creek School District RE-1 Director - District D,Letha A. Miller,1965
Clear Creek School District RE-1 Director - District E,Larry F. Pyers,1958
Clear Creek School District RE-1 Director - District E,Kerry Ann Mchugh,49
Colorado City Metropolitan District Ballot Issue 6C,Yes/for,475
Colorado City Metropolitan District Ballot Issue 6C,No/against,252
Colorado Mountain College District Ballot Question 7A,Yes/for,35107
Colorado Mountain College District Ballot Question 7A,No/against,10112
Colorado Mountain College District Board of Trustees Director - District 2,Marianne Virgili,14384
Colorado Mountain College District Board of Trustees Director - District 2,Mary Nelle Axelson,12850
Colorado Mountain College District Board of Trustees Director - District 4,Patricia J Theobald,24551
Colorado Mountain College District Board of Trustees Director - District 4,Patricia J. Theobald,1157
Colorado Mountain College District Board of Trustees Director - District 5,Bob Kuusinen,25689
Colorado Mountain College District Board of Trustees Director - District 6,Bob Hartzell,14567
Colorado Mountain College District Board of Trustees Director - District 6,Christine Whittington,8250
Colorado Mountain College District Board of Trustees Director - District 6,Chris Whittington,4256
Colorado Mountain College District Board of Trustees Director - District 7,Chris Romer,25736
Colorado Springs School District 11 Director,Mary Coleman,24901
Colorado Springs School District 11 Director,Darleen Daniels,20984
Colorado Springs School District 11 Director,Parth Melpakam,17757
Colorado Springs School District 11 Director,Jason Jorgenson,16694
Colorado Springs School District 11 Director,Chris Wallis,16130
Colorado Springs School District 11 Director,Vincent Puzick,12911
Colorado Springs School District 11 Director,Joseph Shelton,10206
Colorado Springs School District 11 Director,Conner Sargent,9353
Columbine Water and Sanitation District Ballot Issue 6E,Yes/for,562
Columbine Water and Sanitation District Ballot Issue 6E,No/against,456
Conejos County Ballot Issue 1A,No/against,1791
Conejos County Ballot Issue 1A,Yes/for,911
Cortez Fire Protection District Ballot Issue 6A,No/against,2404
Cortez Fire Protection District Ballot Issue 6A,Yes/for,1798
Costilla County Ambulance District Ballot Issue 6A,Yes/for,632
Costilla County Ambulance District Ballot Issue 6A,No/against,512
Costilla County Ballot Issue 1A,No/against,573
Costilla County Ballot Issue 1A,Yes/for,461
Creede School District School Board Director - Four Year Term,Casey C. Adelman,364
Creede School District School Board Director - Four Year Term,Kara Jo Brittain,297
Creede School District School Board Director - Four Year Term,Kassidy R Mankowski,282
Creede School District School Board Director - Two Year Term,Jen Harbert,308
Creede School District School Board Director - Two Year Term,David Robinson,301
Creede School District School Board Director - Two Year Term,Tim Bachicha,298
Cripple Creek-Victor School District RE-1 School Board - At Large,Tana Rice,564
Cripple Creek-Victor School District RE-1 School Board - At Large,William Arrick,492
Cripple Creek-Victor School District RE-1 School Board - At Large,"Byron ""buck"" Hakes Jr.",467
Cripple Creek-Victor School District RE-1 School Board - At Large,Charles Solomone,372
Cripple Creek-Victor School District RE-1 School Board - District A,Gari Lu Schwab,694
Cripple Creek-Victor School District RE-1 School Board - District A,Randall Stewart,495
Cripple Creek-Victor School District RE-1 School Board - District B,Connie Dodrill,754
Cripple Creek-Victor School District RE-1 School Board - District B,Barbara Manning,471
Cripple Creek/Victor School District Recall Question 4C,Yes/for,814
Cripple Creek/Victor School District Recall Question 4C,No/against,688
Cripple Creek/Victor School District Recall Question 4D,Mary Bielz,894
Custer County School District C-1 Director - District 1,Deeanna Pratt,963
Custer County School District C-1 Director - District 1,Maria Duran-shy,864
Custer County School District C-1 Director - District 2,Jacob Shy,1318
Custer County School District C-1 Director - District 3,Newell Woodbury,817
Custer County School District C-1 Director - District 3,Daniel Kriegh,749
Deer Trail School District 26J Director of the Board of Education,Christel D. Mcneil,228
Deer Trail School District 26J Director of the Board of Education,Michael Cowell,226
Deer Trail School District 26J Director of the Board of Education,Candice Reed,184
Deer Trail School District 26J Director of the Board of Education,"Thomas Allen Cox, Jr.",178
Deer Trail School District 26J Director of the Board of Education,Glenn Scott Kunkel,175
Delta County Ballot Issue 1A,No/against,5651
Delta County Ballot Issue 1A,Yes/for,5435
Delta County Fire Protection District No. 3 Ballot Issue 6A,No/against,1946
Delta County Fire Protection District No. 3 Ballot Issue 6A,Yes/for,1833
Delta County Fire Protection District No. 3 Ballot Issue 6B,No/against,2227
Delta County Fire Protection District No. 3 Ballot Issue 6B,Yes/for,1541
Delta County Public Library District Ballot Issue 7A,No/against,6289
Delta County Public Library District Ballot Issue 7A,Yes/for,4926
Delta County School District 50J Ballot Issue 5A,No/against,6425
Delta County School District 50J Ballot Issue 5A,Yes/for,4771
Delta County School District 50J Board of Education Director - District 2,Linda Ewing,7151
Delta County School District 50J Board of Education Director - District 3,Beth Suppes,7241
Delta County School District 50J Board of Education Director - District 4,Dan Burke,7216
Denver Public Schools (School District No.1) Director - At Large,Tay Anderson,67213
Denver Public Schools (School District No.1) Director - At Large,Alexis Menocal Harrigan,48506
Denver Public Schools (School District No.1) Director - At Large,Natela Manuntseva,16079
Denver Public Schools (School District No.1) Director - District 1,Scott Baldermann,16307
Denver Public Schools (School District No.1) Director - District 1,Diana Romero Campbell,10747
Denver Public Schools (School District No.1) Director - District 1,Radhika Nath,7509
Denver Public Schools (School District No.1) Director - District 5,Brad Laurvick,9307
Denver Public Schools (School District No.1) Director - District 5,Julie Ba�uelos,9005
Denver Public Schools (School District No.1) Director - District 5,Tony Curcio,7952
Dolores County School District RE-2J Director - District A,Kimberly Marie Alexander,502
Dolores County School District RE-2J Director - District C,Scott W Snyder,19
Dolores County School District RE-2J Director - District C,Crystal G Jarmon,16
Dolores County School District RE-2J Director - District C - Dolores,Crystal G Jarmon,464
Dolores County School District RE-2J Director - District C - Dolores,Scott W Snyder,231
Dolores County School District RE-2J Director - District E,Jenny M Smith,555
Dolores School District RE-4A Board of Directors,Clay Tallmadge,821
Dolores School District RE-4A Board of Directors,Maegan E. Crowley,708
Dolores School District RE-4A Board of Directors,Lenetta Shull,628
Dolores School District RE-4A Board of Directors,Alexandra Prime,530
Dolores School District RE-4A Board of Directors,Phil B. Kasper,519
Dolores School District RE-4A Board of Directors,Joe Warren (spark) Reed,476
Douglas County Ballot Issue 1A,Yes,55176
Douglas County Ballot Issue 1A,No,50352
Douglas County School District Re 1 Director - District A,Susan Meek,47566
Douglas County School District Re 1 Director - District A,Andy Jones,45526
Douglas County School District Re 1 Director - District C,Elizabeth Hanson,54808
Douglas County School District Re 1 Director - District C,Franceen Thompson,37253
Douglas County School District Re 1 Director - District F,David Ray,50171
Douglas County School District Re 1 Director - District F,Kory Nelson,42490
Durango School District 9-R School Board Director - District B,Kristin Smith,5504
Durango School District 9-R School Board Director - District B,Stephanie Moran,4399
Eagle County Ballot Issue 1A,Yes/for,8591
Eagle County Ballot Issue 1A,No/against,3817
Eagle County Health Service District Ballot Issue 6B,Yes/for,6319
Eagle County Health Service District Ballot Issue 6B,No/against,3956
Eagle County School District RE50J School Board Director - District C,Ted R. Long,125
Eagle County School District RE50J School Board Director - District C,Ted R Long,0
Eagle County School District RE50J School Board Director - District D,Lucila Tvarkunas,5058
Eagle County School District RE50J School Board Director - District E,Fernando Almanza,4991
Eagle County School District RE50J School Board Director - District F,Michelle Stecher,3810
Eagle County School District RE50J School Board Director - District F,Beatriz Bustamante,1966
Eagle Valley Library District Ballot Issue 6A,Yes/for,5837
Eagle Valley Library District Ballot Issue 6A,No/against,3106
East Grand County Fire Protection District No. 4 Ballot Issue 6B,Yes/for,1172
East Grand County Fire Protection District No. 4 Ballot Issue 6B,No/against,622
East Orchard Mesa Fire Protection District Ballot Issue 6A,Yes/for,195
East Orchard Mesa Fire Protection District Ballot Issue 6A,No/against,100
Elizabeth School District C-1 School Board Director,John D. Guttenberg,3899
Elizabeth School District C-1 School Board Director,Kim Frumveller,3755
Elizabeth School District C-1 School Board Director,Valerie Jeffers,1992
Elk Creek Fire Protection District Ballot Issue 7B,Yes/for,3915
Elk Creek Fire Protection District Ballot Issue 7B,No/against,1936
Ellicott School District 22 Director,Robert Mcwilliams,610
Ellicott School District 22 Director,Jackie Chambers,514
Ellicott School District 22 Director,Becky Natelli,454
Ellicott School District 22 Director,Desiree Howarth,288
Ellicott School District 22 Director,Angel Cordero,6
El Paso County School District 49 Director - District 2,Rick Van Wieren,3559
El Paso County School District 49 Director - District 3,John Graham,4538
El Paso County School District 49 Director - District 3,Cassandra Berry,12
Four Mile Fire Protection District Ballot Issue 6B,Yes/for,199
Four Mile Fire Protection District Ballot Issue 6B,No/against,125
Fowler School District R-4J Ballot Issue 5A,Yes/for,412
Fowler School District R-4J Ballot Issue 5A,No/against,410
Fowler School District R-4J Director - District A,Justin Osborne,639
Fowler School District R-4J Director - District C,Jason Bitter,610
Fowler School District R-4J Director - District E,Dorothy K Sallee,512
Fowler School District R-4J Director - District E,Dorothy K. Sallee,103
Foxridge General Improvement District Ballot Issue 6B,Yes/for,728
Foxridge General Improvement District Ballot Issue 6B,No/against,612
Frederick-Firestone Fire Protection District Ballot Issue 6A,Yes/for,4847
Frederick-Firestone Fire Protection District Ballot Issue 6A,No/against,3264
Garfield County Public Library District Issue 6A,Yes/for,7444
Garfield County Public Library District Issue 6A,No/against,6603
Garfield County School District No. 16 Ballot Question 4A,Yes/for,863
Garfield County School District No. 16 Ballot Question 4A,No/against,483
Garfield County School District No. 16 School Board Directors,Lynn J. Shore,663
Garfield County School District No. 16 School Board Directors,Britany Vanteylingen,548
Garfield County School District No. 16 School Board Directors,Diana L. Lawrence,536
Garfield School District RE-2 School Board Director - District A,Tom Slappey,2384
Garfield School District RE-2 School Board Director - District A,Seth Mcmillen,1582
Garfield School District RE-2 School Board Director - District B,Kirk Wilson,2080
Garfield School District RE-2 School Board Director - District B,Chris Miller,1857
Garfield School District RE-2 School Board Director - District C,Katie Mackley,3651
Garfield School District RE-2 School Board Director - District D,Meriya Stickler,3548
Genoa-Hugo School District C-113 Director - District C,Sharon Mason,232
Genoa-Hugo School District C-113 Director - District C,Mary Ann Hays,211
Genoa-Hugo School District C-113 Director - District D,Mark T. Hollowell,428
Gilpin County School District RE-1 Board Member,Cherokee Blake,715
Gilpin County School District RE-1 Board Member,Joe Marr,631
Gilpin County School District RE-1 Board Member,Tracy Krug,594
Gilpin County School District RE-1 Board Member,Jerry Yocom,513
Grand County Ballot Issue 1A,No/against,3442
Grand County Ballot Issue 1A,Yes/for,1939
Grand Lake Fire Protection District Ballot Issue 6A,Yes/for,533
Grand Lake Fire Protection District Ballot Issue 6A,No/against,361
Gunnison County Library District Ballot Issue 6A,Yes/for,3330
Gunnison County Library District Ballot Issue 6A,No/against,2572
Hanover Fire Protection District Ballot Issue 6G,Yes/for,289
Hanover Fire Protection District Ballot Issue 6G,No/against,203
Hanover School District 28 Director,Danielle Combs,176
Hanover School District 28 Director,Randall L. Underwood,171
Hanover School District 28 Director,Paul David Ricks,168
Hanover School District 28 Director,Charity Garrett,117
Hanover School District 28 Director,Robynn Diaz,113
Hoehne Reorganized School District #3 Ballot Issue 4A,Yes/for,312
Hoehne Reorganized School District #3 Ballot Issue 4A,No/against,239
Hoehne School District Director-District 1,Tom Berry,427
Holly School District RE-3 Director,Neil Fletcher,311
Holly School District RE-3 Director,Craig Schwab,245
Holly School District RE-3 Director,David L. Crossland,214
Holyoke School District RE-1J Ballot Issue 5A,Yes/for,602
Holyoke School District RE-1J Ballot Issue 5A,No/against,424
Holyoke School District RE-1J Director,Summer Maloney,784
Holyoke School District RE-1J Director,Justin Clayton,782
Holyoke School District RE-1J Director,Charles Lengfelder,694
Holyoke School District RE-1J Director,Dustin Sprague,691
Huerfano County Fire Protection District Ballot Issue 6A,Yes/for,1239
Huerfano County Fire Protection District Ballot Issue 6A,No/against,896
Ignacio School District 11-JT School Board Director,Allen Mccaw,851
Ignacio School District 11-JT School Board Director,Yvonne Chapman,732
Ignacio School District 11-JT School Board Director,Doug Little,541
Ignacio School District 11-JT School Board Director,M. Toben Roderick,526
Ignacio School District 11-JT School Board Director,Gina Schulz,477
Jefferson County Ballot Issue 1A,No/against,104705
Jefferson County Ballot Issue 1A,Yes/for,86591
Jefferson County School District R-1 Director - District 3,Stephanie Schooley,88048
Jefferson County School District R-1 Director - District 3,Rob Applegate,76736
Jefferson County School District R-1 Director - District 4,Susan Miller,87624
Jefferson County School District R-1 Director - District 4,Joan Chavez-lee,76309
Julesburg School District Re-1 Director,Chris Hoschouer,503
Julesburg School District Re-1 Director,Joshua Lechman,450
Julesburg School District Re-1 Director,Perry Campbell,388
Julesburg School District Re-1 Director,Michelle Kirk,302
Kiowa County School District RE-1 Director - 4 Year Term,Sharon K. Scott,78
Kiowa County School District RE-1 Director - 4 Year Term,Howard J. Votruba,52
Kiowa County School District RE-1 Director - 4 Year Term,Matthew Moser,43
Kiowa County School District RE-1 Director - 4 Year Term,Kathleen Davis,31
Lake County School District R-1 Director,Eudelia Contreras,1059
Lake County School District R-1 Director,"Danielle ""ellie"" Solomon",1001
Lake County School District R-1 Director,"Rodman ""rod"" J. Weston Jr.",975
Lake County School District R-1 Director Ballot Issue 4A,Yes/for,1244
Lake County School District R-1 Director Ballot Issue 4A,No/against,721
Lamar School District Re-2 Director - District B,Lanie Meyers-mireles,1739
Lamar School District Re-2 Director - District C,Connie Jacobsen,1787
Lamar School District Re-2 Director - District D,Shannon O'bryan,1137
Lamar School District Re-2 Director - District D,Ron Peterson,1077
Larimer County Ballot Issue 1A,No/against,61918
Larimer County Ballot Issue 1A,Yes/for,49209
Las Animas County Referendum 1A,Yes/for,3326
Las Animas County Referendum 1A,No/against,1326
Lewis-Palmer Consolidated School District 38 Ballot Issue 4A,No/against,8511
Lewis-Palmer Consolidated School District 38 Ballot Issue 4A,Yes/for,6981
Lewis-Palmer Consolidated School District 38 - District 2,Theresa Phillips,10332
Lewis-Palmer Consolidated School District 38 - District 4,Ron Schwarz,6574
Lewis-Palmer Consolidated School District 38 - District 4,Ryan Graham,6133
Lewis-Palmer Consolidated School District 38 - District 5,Matthew Clawson,7255
Lewis-Palmer Consolidated School District 38 - District 5,Adam Cupp,5830
Louisville Fire Protection District Ballot Issue 6A,Yes/for,7400
Louisville Fire Protection District Ballot Issue 6A,No/against,2522
Mancos School District RE-6 Board of Directors,Pamela A. Coppinger,655
Mancos School District RE-6 Board of Directors,Timothy J. Hunter,562
Mancos School District RE-6 Board of Directors,Katie Cahill-volpe,471
Mancos School District RE-6 Board of Directors,Nick Manning,441
Mancos School District RE-6 Board of Directors,Bridgett Jabour,363
Mancos School District RE-6 Board of Directors,Gina Love,330
Mancos School District RE-6 Board of Directors,Adam F. Priestley,230
Mancos School District RE-6 Board of Directors,Tressa J. Jukes,186
Manor Ridge Estates Public Improvement District No. 67 Ballot Issue 6B,Yes/for,130
Manor Ridge Estates Public Improvement District No. 67 Ballot Issue 6B,No/against,83
Mesa County Valley School District 51 Ballot Issue 4A,No/against,24413
Mesa County Valley School District 51 Ballot Issue 4A,Yes/for,21811
Mesa County Valley School District 51 Director - District A,Doug Levinson,28365
Mesa County Valley School District 51 Director - District B,Paul Pitton,28341
Miami-Yoder School District JT-60 Ballot Question 5A,No/against,498
Miami-Yoder School District JT-60 Ballot Question 5A,Yes/for,153
Montezuma-Cortez School District RE-1 Ballot Issue 4A,No/against,3058
Montezuma-Cortez School District RE-1 Ballot Issue 4A,Yes/for,2463
Montezuma Cortez School District RE-1 Director - District A,Lance Mcdaniel,2816
Montezuma Cortez School District RE-1 Director - District C,Sherri M. Wright,3000
Montezuma Cortez School District RE-1 Director - District D,Regina Lopez-whiteskunk,230
Montezuma Cortez School District RE-1 Director - District E,Tammy Hooten,2811
Montrose County School District RE-1J Board of Education Director - District B,Jacob H. Suppes,4628
Montrose County School District RE-1J Board of Education Director - District B,Doriann Adragna,2663
Montrose County School District RE-1J Board of Education Director - District B,Katie Dunn,2638
Montrose County School District RE-1J Board of Education Director - District B,Maria Trujillo,15
Montrose County School District RE-1J Board of Education Director - District D,Shawn A. Carroll,47
Montrose County School District RE-1J Board of Education Director - District D,Cindy Brand,43
Montrose County School District RE-1J Board of Education Director - District D - Montrose,Shawn A. Carroll,5186
Montrose County School District RE-1J Board of Education Director - District D - Montrose,Cindy Brand,4375
Montrose County School District RE-1J Board of Education Director - District G,Stephen Bush,4873
Montrose County School District RE-1J Board of Education Director - District G,Melody Gillette,2344
Montrose County School District RE-1J Board of Education Director - District G,Dru-anne Weaver,1972
Morgan County Ballot Issue 1A,No/against,5256
Morgan County Ballot Issue 1A,Yes/for,2649
Morgan County Park and Recreation District Ballot Issue 6B,No/against,4410
Morgan County Park and Recreation District Ballot Issue 6B,Yes/for,2754
Morgan County Park And Recreation District Ballot Question 6A,No/against,3644
Morgan County Park And Recreation District Ballot Question 6A,Yes/for,3330
Morgan County Parks and Recreation Director - District No. 1,Tyler Marsh,1891
Morgan County Parks and Recreation Director - District No. 1,Simone F. Garvin,1523
Morgan County Parks and Recreation Director - District No. 1,John Tyson Hamer,1286
Morgan County Parks and Recreation Director - District No. 2,Michelle Soriano,4575
Morgan County Parks and Recreation Director - District No. 3,Vicky Quinlin,2634
Morgan County Parks and Recreation Director - District No. 3,Scott Hodgson,2199
Morgan County Parks and Recreation Director - District No. 4,Meredith Chapin,3210
Morgan County Parks and Recreation Director - District No. 4,Trevor T. Fehseke,1472
Morgan County Parks and Recreation Director - District No. 5,John C. Sweenie,1768
Morgan County Parks and Recreation Director - District No. 5,Cassie Potts,1370
Morgan County Parks and Recreation Director - District No. 5,Rodney Arnold Link Jr.,984
Morgan County Parks and Recreation Director - District No. 5,Chelsee L. Chavez-barreras,814
Morgan County School District RE-3 Board of Education,Robert J. Carruth,2345
Morgan County School District RE-3 Board of Education,Melissa Smits,2339
Morgan County School District RE-3 Board of Education,Nancy M. Hopper,2033
Morgan County School District RE-3 Board of Education,John T. Prouty,2023
Morgan County School District RE-3 Board of Education,Patricia Mcclain,1634
Morgan County School District RE-3 Board of Education,Maria De Los Dolores Del Campo,1446
Morgan County School District RE-3 Board of Education,Marla Kay Stumpf,1274
North Conejos School District RE-1J Ballot Issue 4A,Yes/for,921
North Conejos School District RE-1J Ballot Issue 4A,No/against,630
North Conejos School District RE-1J Director - District B,Charles E. Finnegan,1194
North Conejos School District RE-1J Director - District D,Garth Crowther,1232
North Conejos School District RE-1J Director - District F,Tanner L. Bagwell,966
North Conejos School District RE-1J Director - District F,Steve Cordova,502
North Weld County Water District Ballot Issue 7B,No/against,7140
North Weld County Water District Ballot Issue 7B,Yes/for,1952
North Weld County Water District Ballot Issue 7C,No/against,6551
North Weld County Water District Ballot Issue 7C,Yes/for,2524
Norwood School District R-2J School Board Director,Pamela Nichol Bray,390
Norwood School District R-2J School Board Director,Nancy Browning,287
Norwood School District R-2J School Board Director,Steve Larry Swain,285
Norwood School District R-2J School Board Director,Michael G Morlang,246
